idVision;vi_desc;vi_imagen;vi_fecha;bEstPri
1;"VISIÓN: Excelente organización de los XVIII Juegos Panamericanos y Juegos Parapanamericanos del 2019, contribuyendo con el desarrollo del deporte nacional y el posicionamiento internacional de la ciudad de Lima.";vista/mgc/img/vision.jpg;2019-05-17;1
