idconocenos;co_desc;co_imagen;co_fecha;bEstPri
1;"CONOCEMOS: Estamos preparando el camino a los XVIII Juegos Panamericanos y Sextos Juegos Parapanamericanos.";vista/mgc/img/conocenos.jpg;2019-05-17;1
