idtrabajaConNosotros;tra_desc;tra_imagen;tra_fecha;bEstPri
1;"TRABAJA CON NOSOTROS: Las personas que cumplan con los requisitos especificados en las bases de la Convocatoria, deberán enviar la documentación de acuerdo a las indicaciones brindadas en el cronograma de los Procesos de Selección, publicados por la Oficina de Personal de los Juegos.";vista/mgc/img/trabaja.jpg;2019-05-17;1
